,Unnamed: 0,user,location,text,tweets
1790,1790,mykitch3nsink,,"hi, has anyone been diagnosed with depression? i just have some questions",hi  ha anyone been diagnosed with depression  i just have some question
1791,1791,CapLivingLegacy,UK,I am Cap AKA Captain LivingALegacy.  I make YouTube videos for entertainment. I was born with Autism and I was diag… https://t.co/L4xrmO8fDV,i am cap aka captain livingalegacy  i make youtube video for entertainment  i wa born with autism and i wa diag  
1792,1792,tworavenz5,,@handeluxe27 @BipolarClubRx I was diagnosed this year. I stay mostly on the hypomanic end of it with depression and… https://t.co/yUHa8ZNG3W,i wa diagnosed this year  i stay mostly on the hypomanic end of it with depression and  
1793,1793,spxxkle,she/they ‍♀️,"@JahiemVilor @JocelynnFlorez @_weeabooslayer_ @Glitch011 i am diagnosed with ptsd, anxiety, and depression and have… https://t.co/ZrC7Nt7VyF",i am diagnosed with ptsd  anxiety  and depression and have  
1794,1794,SmirkingDamsel,Australia,Honestly the saddest part is they now all have a crazy/hysterical look in their eyes now. I've watched a lot of gir… https://t.co/9BgxBx2WFC,honestly the saddest part is they now all have a crazy  hysterical look in their eye now  ive watched a lot of gir  
1795,1795,JasmineVandel,"Louisville, KY","#FridayThoughts #FridayMood
Depression is real...
Whether you talk about it or not
Whether you're diagnosed or not… https://t.co/SA4DJ1Yu5Z",fridaythoughts fridaymood depression is real  whether you talk about it or not whether youre diagnosed or not  
1796,1796,PinballWitch,Kohlingen,"after i was diagnosed with persistent depressive disorder (a chronic form of depression, one of multiple it turns o… https://t.co/Z0pHjBSdR1",after i wa diagnosed with persistent depressive disorder  a chronic form of depression  one of multiple it turn o  
1797,1797,ScarletWolfo,"Dallas, TX",@TehCheetah Yeah same here my parents don’t even know I got diagnosed I snuck away to get diagnosed with depression,yeah same here my parent don  t even know i got diagnosed i snuck away to get diagnosed with depression
1798,1798,McFadden1985,England. Frimley. ,Overwhelmed by all the messages of kindness and support I’ve received. Sometimes your not alone in things after all… https://t.co/TuaPMhaxuR,overwhelmed by all the message of kindness and support i  ve received  sometimes your not alone in thing after all  
1799,1799,pristinthin,it’s a sweet chaos,lol also i recently got diagnosed with bpd and bulimia and depression and i’m just like: :]]]] yeah it all makes se… https://t.co/hqh4RDgkdD,lol also i recently got diagnosed with bpd and bulimia and depression and i  m just like     yeah it all make se  
1800,1800,BAKUC0RPSE,she/they | age: 14-16,"i haven’t been medically diagnosed, but i’m pretty sure i have some type of social anxiety and depression (once aga… https://t.co/89GhvsDJdU",i haven  t been medically diagnosed  but i  m pretty sure i have some type of social anxiety and depression  once aga  
1801,1801,CourageBipolar,New Zealand,"@damnedbooks_451 @bipolarpsychol1 @BipolarClubRx Yes, I was misdiagnosed treatment resistant depression &amp; generaliz… https://t.co/zApRRBzQY1",yes  i wa misdiagnosed treatment resistant depression  generaliz  
1802,1802,arithmeticdoll,Republic of the Philippines,"@annxrae It's ok Ann, I appreciate it but I really need to vent this to my therapist because these outbursts of emo… https://t.co/apsdo4Eg75",its ok ann  i appreciate it but i really need to vent this to my therapist because these outburst of emo  
1803,1803,MarkGWomble,Plague Island,"@mattdechaine @Deputy_new Not at all - could easily be called a man-cave.
Actually, the word ""isolation"" needs cont… https://t.co/ERJ4xYCJi3",not at all  could easily be called a mancave  actually  the word  isolation  need cont  
1804,1804,faithlhall,"san diego, ca ",diagnosed with major depression this morning https://t.co/Wo3WpyzA1g,diagnosed with major depression this morning 
1805,1805,HannahBCookie,"Cardiff, Wales",@ABCsofADHD The emotional dysregulation. I've always been brushed off as having depression and anxiety. Got diagnos… https://t.co/8K6ErahuLA,the emotional dysregulation  ive always been brushed off a having depression and anxiety  got diagnos  
1806,1806,apex_pl,Techno-Babylon,"@wmslamcan @bimboubermensch Not formally diagnosed, have some of the symptoms. Formally diagnosed with depression,… https://t.co/ecXaDk11pl",not formally diagnosed  have some of the symptom  formally diagnosed with depression   
1807,1807,sasscatalog,☿ | ♀ | 🌖,"@marenaltman mars square saturn, both in their fall. sun square pluto, but i actually had a great relationship with… https://t.co/buItdnkA1W",mar square saturn  both in their fall  sun square pluto  but i actually had a great relationship with  
1808,1808,shadow_does_art,,"Tw and CW // mentions of self harm, suicide, panic and anxiety attacks, eating disorders and depression. (Orange an… https://t.co/CknYuRgxjq",tw and cw   mention of self harm  suicide  panic and anxiety attack  eating disorder and depression   orange an  
1809,1809,itsNrhnsh,"Bandar Melaka, Malacca",@FarisNazrin18 i felt you.. when i had diagnosed with mdd but my aunt said that i 'act' my depression. she blaimed… https://t.co/mI6D7IJ5SZ,i felt you  when i had diagnosed with mdd but my aunt said that i  act  my depression  she blaimed  
1810,1810,weridskaterboi,"New York, USA",@LilTartarSauce @deathtoplants_ It is commonly diagnosed as Generalize Deppression disorder or PTSD (differences).… https://t.co/ZwCNwm3Q99,it is commonly diagnosed a generalize deppression disorder or ptsd  difference    
1811,1811,bI0ckhead,🥜 rp / amy,( that being said tho i feel like she’s very doting on both kids but she’s also the type to try and push him to inc… https://t.co/SnTOlhP9J8, that being said tho i feel like she  s very doting on both kid but she  s also the type to try and push him to inc  
1812,1812,Shoppy23,"Porlock, Somerset","Since we lost at Anfield. 

Went to Florida as a family, redecorated the interior of my house twice, diagnosed with… https://t.co/SVCKm3TIgg",since we lost at anfield  went to florida a a family  redecorated the interior of my house twice  diagnosed with  
1813,1813,ryan18kushner,With the boys,"All y’all saying you have “depression” people just goes to show, you don’t, considering being diagnosed with “depre… https://t.co/Jq7BpzDHS3",all y  all saying you have  depression  people just go to show  you don  t  considering being diagnosed with  depre  
1814,1814,AnandaK_AK,,"@airaniiofifteen Mental health was also my issue, have gone to many psychiatrist and psycologist, diagnosed with ex… https://t.co/KwF8GHTClG",mental health wa also my issue  have gone to many psychiatrist and psycologist  diagnosed with ex  
1815,1815,KocakTed,,"@Ashleigh_Bia @kilnfiendpotter @Kesswylie I would like to second this, my wife got diagnosed a few years ago by the… https://t.co/O9h3pRLqJl",i would like to second this  my wife got diagnosed a few year ago by the  
1816,1816,me0wyumi,"PH, Metro Manila",I haven’t been diagnosed but one of the symptoms of depression that I’ve noticed in myself is loosing interest in t… https://t.co/iW4ix2YSnF,i haven  t been diagnosed but one of the symptom of depression that i  ve noticed in myself is loosing interest in t  
1817,1817,SarahStrix,,@Lisamarie_0317 @smithcoreyd1 @Bellemoon99 Yup. My mom was diagnosed with depression back in the 70's. She didn't l… https://t.co/9lZBn21L4K,yup  my mom wa diagnosed with depression back in the 70  s  she didnt l  
1818,1818,TheAriDee,Miami (She/Her/They),@ivyclamazon Yes! I was saying in another response that mine is definitely tied to my physical disabilities &amp; traum… https://t.co/Tjz9TcRvOI,yes  i wa saying in another response that mine is definitely tied to my physical disability  traum  
1819,1819,SpaceCowKB,Far Side of the Mooon ,Isn’t that sad...”I’m used to my depression”? But I am...my depression is on record with therapists since 8 years o… https://t.co/21gvgcXwcF,isn  t that sad   i  m used to my depression   but i am  my depression is on record with therapist since 8 year o  
1820,1820,ArmesHarry,NY,@Talk_To_The_Hat @just_carbs I'm not making light of it...but if I had a dollar for every day of my depression...I… https://t.co/vNHsWUvLVA,im not making light of it  but if i had a dollar for every day of my depression  i  
1821,1821,meinumusic,"Orlando, FL",Dropped another tune for my birthday. This was a tough one. I was just diagnosed with PTSD &amp; Major Depression. Plea… https://t.co/o35xQTixXd,dropped another tune for my birthday  this wa a tough one  i wa just diagnosed with ptsd  major depression  plea  
1822,1822,lakwatsarah,,"7. Early 2019 i was diagnosed with depression, general anxiety disorder, and panic disorder and i couldnt publicly… https://t.co/MboSH5ANQ0",7  early 2019 i wa diagnosed with depression  general anxiety disorder  and panic disorder and i couldnt publicly  
1823,1823,_ritahawk,DC | Chicago,"@FxckingValid @dontfckinask_ I was diagnosed with clinical depression 4 years ago. This is my baseline, so it’s wil… https://t.co/TeJXzioFnJ",i wa diagnosed with clinical depression 4 year ago  this is my baseline  so it  s wil  
1824,1824,ouijadanny,He/Him,"@tboieden Self-dx isn't evil. My spouse pointed out, after many years, that she thought I might actually have ADHD… https://t.co/EEP3MYZ9WA",selfdx isnt evil  my spouse pointed out  after many year  that she thought i might actually have adhd  
1825,1825,_caterpillar,ᶜʰᵃⁿᵍᵏʸᵘⁿ ˡᵒᵛᵉᵇᵒᵗ,"@realjonghyun90 the fandom after what happend, it doesn't change the fact that you're in our hearts. and you foreve… https://t.co/ltpHmcM2B1",the fandom after what happend  it doesnt change the fact that youre in our heart  and you foreve  
1826,1826,herbscanheal,Brisbane,"@EmilySpeaks30 I have found 2 oils Frankincense and Copaiba help me to live without anger, depression, anxiety, bra… https://t.co/62kANnzPZ4",i have found 2 oil frankincense and copaiba help me to live without anger  depression  anxiety  bra  
1827,1827,DesireUba,"Lagos, Nigeria ","This year was weird.
I struggled in ALL aspects -work, relationships, personal.

Started seeing my psychiatrist, wa… https://t.co/77Obp2UVSf",this year wa weird  i struggled in all aspect  work  relationship  personal  started seeing my psychiatrist  wa  
1828,1828,azad_elftheria,disintegrating in the light 🌞,treats me like a trashcan of negative feelings yet wonders why I got diagnosed with clinical depression...ironic,treat me like a trashcan of negative feeling yet wonder why i got diagnosed with clinical depression  ironic
1829,1829,LikeAGoodIdea88,Texas,"Yeah I am angry and anxiety ridden and filled with depression.
It’s one of the reasons a lot of people think I shou… https://t.co/XM4lt9Lz1h",yeah i am angry and anxiety ridden and filled with depression  it  s one of the reason a lot of people think i shou  
1830,1830,vargwithwap,hugging dave and pelle crying,"what diagnose do you have?? — This makes no sense.
I've been diagnosed with:
ADHD
Bulimia 
DID
Depression
Anxiety  https://t.co/g4ahpvnFIs",what diagnose do you have    this make no sense  ive been diagnosed with  adhd bulimia did depression anxiety 
1831,1831,JENNRAES23,"Puget Sound, WA",@ArchLuminous @HairSammys @elly_may_b @iamlucielu @SteveMcRae_ @MarkRPellegrino @StarWarsNerd73 @The_Real_BiM… https://t.co/d3iD5sn2ur, 
1832,1832,READLENINPLZ,Imperial Core ,@i_zzzzzz We're all diagnosed with major depression 🤷🏻,were all diagnosed with major depression  
1833,1833,_SarahRSullivan,"Bronx, NY","This project is a 10-session, skills group for anyone who is experiencing COVID-related anxiety, stress and depress… https://t.co/nIMSkD4Ehg",this project is a 10  session  skill group for anyone who is experiencing covidrelated anxiety  stress and depress  
1834,1834,zukoslove,@lizarttt | any pronouns | ✿,me sitting there listening to her talking to me about this because i never told her i got diagnosed with seasonal d… https://t.co/5OKNoF6qyT,me sitting there listening to her talking to me about this because i never told her i got diagnosed with seasonal d  
1835,1835,itsreallynea,Where the money reside ,To the texts.He is abusive to his children’s mother and is said to be diagnosed with bipolar depression. I know for… https://t.co/TljoA1d81q,to the textshe is abusive to his child  s mother and is said to be diagnosed with bipolar depression  i know for  
1836,1836,theoutli3r,,"@YEE_HAWK with the shitty, debilitating stuff like executive dysfunction, RSD, poor emotional regulation, impulsive… https://t.co/RedbFFM6aO",with the shitty  debilitating stuff like executive dysfunction  rsd  poor emotional regulation  impulsive  
1837,1837,Liv_Draaaws,"she/her, ♐️","tfw i wanna participate in drawing w adhd hashtag bc i have a lot of symptoms (hard to focus, hypersensitive hearin… https://t.co/7SrHzTfemd",tfw i wanna participate in drawing w adhd hashtag bc i have a lot of symptom  hard to focus  hypersensitive hearin  
1838,1838,hopkiiins,"Toronto, Ontario","You’re right, I was speaking of western society. 

Apa nyumbani we have a looooong way to go to get things like dep… https://t.co/XUtvIkpxWI",you  re right  i wa speaking of western society  apa nyumbani we have a looooong way to go to get thing like dep  
1839,1839,DaddyWagunz,Constant state of anxiety,"@LiLnikk91 Fucking facts. I have friends and family with Schizophrenia, BPD, DID, depression, anxiety, and a clinically diagnosed sociopath.",fucking fact  i have friend and family with schizophrenia  bpd  did  depression  anxiety  and a clinically diagnosed sociopath 
1840,1840,WuertzDavid,,@RomanAtwood Roman can't wait to see you back on YouTube. Ya all have been missed. I was diagnosed with Clinical De… https://t.co/u01MK6oGmP,roman cant wait to see you back on youtube  ya all have been missed  i wa diagnosed with clinical de  
1841,1841,AntartikWolf,Dubrovnik Ave City of Zagreb,@GUN_Vanguard You have Tumblr diagnosed depression,you have tumblr diagnosed depression
1842,1842,kennn07__,,"last last year my auntie passed away and last year my sister got diagnosed with depression, tumigil ang trabaho at… https://t.co/nLtcGiBdV2",last last year my auntie passed away and last year my sister got diagnosed with depression  tumigil ang trabaho at  
1843,1843,Mangan150,"California, USA","40% or more of people diagnosed with a major illness have major depression.

Mental health depends on physical heal… https://t.co/W8sFz89DRu",40  or more of people diagnosed with a major illness have major depression  mental health depends on physical heal  
1844,1844,RyuuHotaku,,I've been thinking about these things a lot and I decided it's a good idea to put this out there so that people can… https://t.co/POxZlPrDNY,ive been thinking about these thing a lot and i decided its a good idea to put this out there so that people can  
1845,1845,UndrrtdYouth,she/her,"Tw// depression

I just found out I was diagnosed with chronic depression when I was 14, no one ever told me back t… https://t.co/MwLRGW9r2Z",tw   depression i just found out i wa diagnosed with chronic depression when i wa 14  no one ever told me back t  
1846,1846,badn3wzz,"(33.7489, -84.3879)","i was going to wait for Shanti Das to announce next week, but people don't fucking read anyway. 

I got diagnosed w… https://t.co/AB5GolUzYl",i wa going to wait for shanti das to announce next week  but people dont fucking read anyway  i got diagnosed w  
1847,1847,JonesLloyd93,"Wales, United Kingdom",@deathtoplants_ I do get the tweet... but you can be diagnosed with depression/anxiety only and still experience pa… https://t.co/ec3q1nuDt5,i do get the tweet  but you can be diagnosed with depression  anxiety only and still experience pa  
1848,1848,Aidan_Yong15,"Shanghai, China",At the end of fifa 21 I’m gonna have clinically diagnosed depression,at the end of fifa 21 i  m gonna have clinically diagnosed depression
1849,1849,cr1ck3t_,southern but educated,alright so after having been here for a couple of days basically they diagnosed me with social anxiety disorder and… https://t.co/v0EuGbDoyE,alright so after having been here for a couple of day basically they diagnosed me with social anxiety disorder and  
1850,1850,LewisReeds,,i “have no ongoing mental health issues” i’m diagnosed autis with severe depression is she having a laugh??,i  have no ongoing mental health issue  i  m diagnosed autis with severe depression is she having a laugh  
1851,1851,Larry_newager,"England, United Kingdom",@MENnewsdesk Untold misery and economic depression forced on the country. Disproportionate lockdown over a glorifie… https://t.co/95wmYMmw0T,untold misery and economic depression forced on the country  disproportionate lockdown over a glorifie  
1852,1852,winterr16094473,Australia,"@ADHD_Alien Welp, dunno how to feel when I gave it a read though to see I hit every mark. I mean I have diagnosed,… https://t.co/Bh90bsJB5T",welp  dunno how to feel when i gave it a read though to see i hit every mark  i mean i have diagnosed   
1853,1853,anarchakelly,,I was diagnosed with clinical depression before I turned 10 and was prescribed Zoloft among other mood stabilizers.… https://t.co/NMMG7ZkYj4,i wa diagnosed with clinical depression before i turned 10 and wa prescribed zoloft among other mood stabilizer   
1854,1854,Amaliah_Tweets,London,Depression and Dating: On Being Rejected Because I’ve Been Diagnosed With Depression https://t.co/nzWB9XDBl3,depression and dating  on being rejected because i  ve been diagnosed with depression 
1855,1855,d0wn4u_,she/they | minor | multi ,"@MercuryMoody i do researches since like two years because i dont have the privilege to get a diagnostic, i have ev… https://t.co/K9Xvvcr0QI",i do research since like two year because i dont have the privilege to get a diagnostic  i have ev  
1856,1856,thatssoririi,just somewhere,Being sad and nervous about some does not equate to depression and anxiety. There’s a difference between being sad… https://t.co/TkAvOsNbmp,being sad and nervous about some doe not equate to depression and anxiety  there  s a difference between being sad  
1857,1857,d0wn4u_,she/they | minor | multi ,@MercuryMoody yes? if u have a friend that struggle with diagnosed depression and that u self diagnose depression t… https://t.co/2mynxcSJHS,yes  if u have a friend that struggle with diagnosed depression and that u self diagnose depression t  
1858,1858,wemeow2,"Centre of PA, USA",Epilepsy diagnosed in 2001. Depression diagnosed in 2014. https://t.co/aJrvbdDMHB,epilepsy diagnosed in 2001  depression diagnosed in 2014  
1859,1859,IwasMrAquarian,"New York, USA",My writing usually has an undercurrent of sadness because I'm diagnosed with Major Depression. Recent events have made it deeper.,my writing usually ha an undercurrent of sadness because im diagnosed with major depression  recent event have made it deeper 
1860,1860,ShiftyArchfey,Switzerland,"What I achieved in 2020:

- Got motivation to start translating again
- Got my top surgery
- Got an article publish… https://t.co/KO4erpwCGv",what i achieved in 2020   got motivation to start translating again  got my top surgery  got an article publish  
1861,1861,fraser_angella,,"I was diagnosed with severe depression,
I felt so sorry for myself and the physical  everyday struggle",i wa diagnosed with severe depression  i felt so sorry for myself and the physical everyday struggle
1862,1862,asolobutterfly,Across the Sea,"is how to understand who slept with the midget, you mean she was diagnosed with depression and has no idea why she'… https://t.co/SLoYQgU34X",is how to understand who slept with the midget  you mean she wa diagnosed with depression and ha no idea why she   
1863,1863,GunnComics,,This is a public service announcement - many people in the U.K. suffer from vitamin D deficiency due to a lack of n… https://t.co/8DptbFJnsd,this is a public service announcement  many people in the u  k  suffer from vitamin d deficiency due to a lack of n  
1864,1864,DemiLeHuray,"Southampton, England","@TRJForBloggers Here’s my favourite post I have published! ❤️
Returning all comments ❤️

https://t.co/hY6G0jJnfc",here  s my favourite post i have published    returning all comment   
1865,1865,xinsignora,he/she + 17 + ar48,show this to my therapist get diagnosed with clinical depression,show this to my therapist get diagnosed with clinical depression
1866,1866,sootlyrics,runs the bot:,"Did you know I've also got depression? I’m self-diagnosed, thought I should mention.",did you know ive also got depression  i  m selfdiagnosed  thought i should mention 
1867,1867,fizzsmamacita,The barn,My 2020 rewind on Snapchat literally diagnosed me with depression cus wth was that😭😭😭😭😭😭,my 2020 rewind on snapchat literally diagnosed me with depression cu wth wa that   
1868,1868,wo_nadia,banana fish,"I had and still have sever depression since i was 8 years old no,actually!Even younger! I think i was 6 when i was… https://t.co/q25oHJeTYa",i had and still have sever depression since i wa 8 year old no  actually  even younger  i think i wa 6 when i wa  
1869,1869,xobumiie,🎅🏻 ᴛʜᴇ ɢᴇɴʀᴇ ɪs BTS ,"@WDZC0RE i self diagnosed my ADHD and depression,,,, todo mal",i self diagnosed my adhd and depression    todo mal
1870,1870,Biggie_2Timez,O-Burg !!!,I've been fighting my way thru anxiety n depression for years now .... been diagnosed and prescribed pills that I neva took,ive been fighting my way thru anxiety n depression for year now  been diagnosed and prescribed pill that i neva took
1871,1871,claudrosewrites,"b. nyc, now: london, uk",@rydanmardsey I was diagnosed with a form of chronic depression (dysthymia) when I was ~fourteen because I was slee… https://t.co/SKLW1wE08y,i wa diagnosed with a form of chronic depression  dysthymia  when i wa  fourteen because i wa slee  
1872,1872,Lillian_Alyssum,,"I have diagnosed anxiety, depression, and PTSD... but yeah, I’m sure if enough people say “just get over it” then i… https://t.co/0VWShLFsJh",i have diagnosed anxiety  depression  and ptsd  but yeah  i  m sure if enough people say  just get over it  then i  
1873,1873,katsukiswhore,,sometimes i just wanna &lt;3punch&lt;3 people who use the term depression so easy like it's sth as simple as wiping their… https://t.co/Nxp0iBfwkt,sometimes i just wanna 3 punch 3 people who use the term depression so easy like its sth a simple a wiping their  
1874,1874,kammyknl,A Higher Level🧘🏾‍♀️,diagnosed with major depression &amp; severe anxiety when i was 14 and again when i was 16. meds didn’t work for me. On… https://t.co/mBdDMxpUft,diagnosed with major depression  severe anxiety when i wa 14 and again when i wa 16  med didn  t work for me  on  
1875,1875,hyperichor,he/they,"&gt;i listen to your city gave me asthma
&gt;i am still diagnosed with depression
&gt;kaia pats me on the head", i listen to your city gave me asthma  i am still diagnosed with depression  kaia pat me on the head
1876,1876,actualylaughing,gunt,@livemusic4me @patatatat @UnCoolGrlJEN @SilentAmuse @MichaelTanuvasa @MeansNefarious @LarkinWarren @AOC @ninaturner… https://t.co/C5TU7WLTcq, 
1877,1877,timeforspacebi,,hey siri how do i tell my hispanic parents that i have clinically diagnosed anxiety and depression and that i've be… https://t.co/lohlGcvqa0,hey siri how do i tell my hispanic parent that i have clinically diagnosed anxiety and depression and that ive be  
1878,1878,frog_froggs,,"Turns out she just got mad at me for not tying my hair down every night. 😋
But to be fair, I was still visiting a f… https://t.co/MbXFKClWNF",turns out she just got mad at me for not tying my hair down every night   but to be fair  i wa still visiting a f  
1879,1879,Cat_M_87,,@tomgreenlive That should be the prescription for everyone diagnosed with anxiety and depression and similar things.,that should be the prescription for everyone diagnosed with anxiety and depression and similar thing 
1880,1880,k2kmiller,,@NikkyWalks My daughter was diagnosed at age 13- what we thought was chronic stomach ache was actually anxiety/depr… https://t.co/FRHak6Pfaa,my daughter wa diagnosed at age 13  what we thought wa chronic stomach ache wa actually anxiety  depr  
1881,1881,handle_insert,,"@mfrmrz17 As someone who is diagnosed with depression and PTSD, there is so much shame in admitting you are diagnos… https://t.co/jZxgd5tg4K",as someone who is diagnosed with depression and ptsd  there is so much shame in admitting you are diagnos  
1882,1882,MiKaSoMira,,@_just_spam_ @Tinu Exactly. I'm also overweight which usually brings an inherent bias with it. I also have diagnose… https://t.co/CaTiSV8vUy,exactly  im also overweight which usually brings an inherent bias with it  i also have diagnose  
1883,1883,hyperichor,he/they,"&gt;i get back home
&gt;i remember that at one point i was in fact diagnosed with depression", i get back home  i remember that at one point i wa in fact diagnosed with depression
1884,1884,beach_cupcake24,,"As someone who has been diagnosed with clinical depression, I highly recommend talking with people who keep you gro… https://t.co/juaVdiUkeJ",as someone who ha been diagnosed with clinical depression  i highly recommend talking with people who keep you gro  
1885,1885,REDPAlNT,,"IM NOT AGGRESSIVE I JUST OOZE MASCULINE PASSION
AND DID YOU KNOW IVE ALSO GOT DEPRESSION
SELF DIAGNOSED THO THOUGHT… https://t.co/3z2reDCt3l",im not aggressive i just ooze masculine passion and did you know ive also got depression self diagnosed tho thought  
1886,1886,theOG_AJ,,"But my point is mainly to those who discredit self dx'ers:

I only got diagnosed with depression a couple weeks ago… https://t.co/WeKrMiKVEi",but my point is mainly to those who discredit self dxers  i only got diagnosed with depression a couple week ago  
1887,1887,theOG_AJ,,Quick anecdote: I have depression. I have had it since I was 13 and I've known pretty much all this time that I hav… https://t.co/UqUJQ0Q9LH,quick anecdote  i have depression  i have had it since i wa 13 and ive known pretty much all this time that i hav  
1888,1888,HPPYBC97,⠀⠀,"@WDZC0RE ""i self diagnosed my ADHD and depression"" 💀", i self diagnosed my adhd and depression  
1889,1889,ImmortalemRosa,"Admin: Catt, 26. ","-Do not spam me for replies. A bump or two is fine.

- ‼️ Sometimes I just vibe with other threads more. I'm not ig… https://t.co/R9cGB2GwvL", do not spam me for reply  a bump or two is fine     sometimes i just vibe with other thread more  im not ig  
1890,1890,one837direction,,"@ReasonBeingUK mental, just got diagnosed w depression 😜😜physical: idk",mental  just got diagnosed w depression   physical  idk
1891,1891,daddy_zhongli,,"@ounima_sai I'm starting to realize that as well 😭

I actually wanna go to the hospital to get myself diagnose beca… https://t.co/aKSpeAPfd5",im starting to realize that a well  i actually wanna go to the hospital to get myself diagnose beca  
1892,1892,cedricsweasley,16 ♌︎ entp,my mom will say she has depression then when i say i do too (i was literally diagnosed and she was fucking there) s… https://t.co/xn6wnQ4X2s,my mom will say she ha depression then when i say i do too  i wa literally diagnosed and she wa fucking there  s  
1893,1893,BetzairaCarlos,,"Ok not even for attention or anything but ima just say that if I get diagnosed with depression ima just say 
“Mmmmm, I told you”",ok not even for attention or anything but ima just say that if i get diagnosed with depression ima just say  mmmmm  i told you 
1894,1894,catgirIblake,18 - white,"dyspraxia, depression, anxiety,
i’m self-diagnosed with adhd too i just haven’t had the chance to go get an actual… https://t.co/pssE6LgERU",dyspraxia  depression  anxiety  i  m selfdiagnosed with adhd too i just haven  t had the chance to go get an actual  
1895,1895,lynne_larue,,@sooze555 @VenusPoseidon @VoteBH_2020 But she has severe anxiety and depression due to her Crohn’s as she suffered… https://t.co/gt2M0J6uEI,but she ha severe anxiety and depression due to her crohn  s a she suffered  
1896,1896,caosantichairo,Dimensión del Caos,@autismgadfly @NessaAudrey88 Latin America is pretty much the same. We don't really have a mental health culture. E… https://t.co/Ts0ZdD8Sv0,latin america is pretty much the same  we dont really have a mental health culture  e  
1897,1897,hiba__s,,"over 90% of people my age, i believe, were diagnosed with depression because of covid this year",over 90  of people my age  i believe  were diagnosed with depression because of covid this year
1898,1898,singvl6rity,,@iKSJPOP wtf encima dice i self diagnosed depression queee 😐,wtf encima dice i self diagnosed depression queee 
1899,1899,Runesael,,"Initially I was diagnosed with depression, and went through multiple, disastrous trials with anti-depressants. I fi… https://t.co/HdRcRWNY2d",initially i wa diagnosed with depression  and went through multiple  disastrous trial with antidepressants  i fi  
1900,1900,Fact,,"Did you know that Depression is diagnosed incorrectly as anxiety, around 65 percent of the time? Don't ignore these… https://t.co/cjNiMokSKT",did you know that depression is diagnosed incorrectly a anxiety  around 65 percent of the time  dont ignore these  
1901,1901,ToddKenreck,Seattle,"I have diagnosed PTSD, anxiety disorder, panic disorder, I survived depression, poverty, religious hatred. You’ve l… https://t.co/7FVGqfeXn6",i have diagnosed ptsd  anxiety disorder  panic disorder  i survived depression  poverty  religious hatred  you  ve l  
1902,1902,hughdanccy,they/them ; 18 ; 🥩🔪,"cw // diagnosis 

got officially diagnosed with bullimia nervosa today, and my diagnosis of depression and anxiety… https://t.co/ErFzbp6WA1",cw   diagnosis got officially diagnosed with bullimia nervosa today  and my diagnosis of depression and anxiety  
1903,1903,ch0k3m3kindly,"bisexual, she/her",@coolshark14 closely related those two can be. and im also diagnosed with social anxiety and depression. like?!?! t… https://t.co/9mo3byEsqF,closely related those two can be  and im also diagnosed with social anxiety and depression  like     t  
1904,1904,MonicaMendez97,"Texas, USA",Sometimes i think about when i was diagnosed with depression one of my friends asked me if that’s why i drink so much. 😬,sometimes i think about when i wa diagnosed with depression one of my friend asked me if that  s why i drink so much  
1905,1905,emilyisaleftist,,@Faceplants00 @PerplexedPerse1 @solareclittt @theh3podcast @h3h3productions @trishapaytas @drdrew She has stated mu… https://t.co/dikWW2XuTo,she ha stated mu  
1906,1906,obese_dyke,,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",self diagnosed with severe depression  anxiety  add  insomnia  ocd  antisocial personality disorder  ptsd  bipolar disorder   schizophrenia
1907,1907,Lqbrys,M.I.A,"@g7byy Every time you tweet, I get diagnosed with depression",every time you tweet  i get diagnosed with depression
1908,1908,sphen_,"California, USA","a serious tweet,
-
-
-
i know this was just the initial set up but being told i show symptoms to bipolar II, PTSD,… https://t.co/G8YQHf0UVc",a serious tweet     i know this wa just the initial set up but being told i show symptom to bipolar ii  ptsd   
1909,1909,jordynmccrazy12,"Orlando, FL",@sosliiq @curllynae @booksbooksbaby @ThatVirgoWhore @CasuallyAllur3 @BRBRASTREISAND There’s actually nothing wrong… https://t.co/c3cE45kCaT,there  s actually nothing wrong  
1910,1910,sweetcandybones,sw:180 | cw:171 | gw:130 ,@geminimoons_ @bonklovesyou @d1rtycals @chixxmi0 You just aren’t getting it. You can’t just drop random sad facts a… https://t.co/czBKE12h30,you just aren  t getting it  you can  t just drop random sad fact a  
1911,1911,post_liberal,🇬🇧,"Women are more likely to be diagnosed with depression, they generally score higher on levels of neuroticism, they a… https://t.co/N1V1OnLXQb",women are more likely to be diagnosed with depression  they generally score higher on level of neuroticism  they a  
1912,1912,_elleejayy,United Kingdom,I have mental health issues - mainly depression. Do you want to know the amount of times people who don’t have any… https://t.co/ntFzVG7j9o,i have mental health issue  mainly depression  do you want to know the amount of time people who don  t have any  
1913,1913,PastaMic,"Las Vegas, NV","@MidnightPursona Oh man that's the fucking worst. I got lucky getting diagnosed in my late teens, though I still go… https://t.co/FTd4A8Eaim",oh man thats the fucking worst  i got lucky getting diagnosed in my late teen  though i still go  
1914,1914,MidnightPursona,midnightpursona@gmail.com,@PastaMic I’ve had depression since high school but didn’t actually get diagnosed since like 25. It was always just… https://t.co/SczOYRYeoE,i  ve had depression since high school but didn  t actually get diagnosed since like 25  it wa always just  
